DATASET,GAME ID,DATE,TIME,ROAD TEAM,HOME TEAM,TOTAL GAME MINUTES,ROAD TEAM FINAL SCORE,HOME TEAM FINAL SCORE,ROAD TEAM REST,HOME TEAM REST,BOX SCORE URL
2017-2018 Regular Season,0021700705,1/24/18,7:30 PM,Toronto,Atlanta,240,108,93,3+,1,Box Score
2017-2018 Regular Season,0021700706,1/24/18,8:00 PM,Houston,Dallas,240,104,97,1,1,Box Score
2017-2018 Regular Season,0021700707,1/24/18,8:00 PM,San Antonio,Memphis,240,108,85,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700708,1/24/18,10:00 PM,Minnesota,Portland,240,114,123,1,1,Box Score
2017-2018 Regular Season,0021700709,1/24/18,10:30 PM,Boston,LA Clippers,240,113,102,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700710,1/25/18,7:30 PM,Sacramento,Miami,240,89,88,3IN4,2,Box Score
2017-2018 Regular Season,0021700711,1/25/18,8:00 PM,Washington,Oklahoma City,240,112,121,2,1,Box Score
2017-2018 Regular Season,0021700712,1/25/18,9:00 PM,New York,Denver,240,118,130,1,2,Box Score
2017-2018 Regular Season,0021700713,1/25/18,10:30 PM,Minnesota,Golden State,240,113,126,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700714,1/26/18,7:00 PM,Atlanta,Charlotte,240,110,121,1,1,Box Score
2017-2018 Regular Season,0021700715,1/26/18,7:30 PM,Indiana,Cleveland,240,108,115,1,2,Box Score
2017-2018 Regular Season,0021700716,1/26/18,7:30 PM,Utah,Toronto,240,97,93,1,1,Box Score
2017-2018 Regular Season,0021700717,1/26/18,8:00 PM,LA Lakers,Chicago,240,108,103,2,1,Box Score
2017-2018 Regular Season,0021700718,1/26/18,8:00 PM,LA Clippers,Memphis,240,109,100,1,1,Box Score
2017-2018 Regular Season,0021700719,1/26/18,8:00 PM,Brooklyn,Milwaukee,240,91,116,2,3+,Box Score
2017-2018 Regular Season,0021700720,1/26/18,8:00 PM,Houston,New Orleans,240,113,115,1,1,Box Score
2017-2018 Regular Season,0021700721,1/26/18,8:30 PM,Portland,Dallas,240,107,93,1,1,Box Score
2017-2018 Regular Season,0021700722,1/26/18,8:30 PM,Philadelphia,San Antonio,240,97,78,1,3IN4,Box Score
2017-2018 Regular Season,0021700723,1/26/18,9:00 PM,New York,Phoenix,240,107,85,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700724,1/27/18,5:00 PM,Oklahoma City,Detroit,240,121,108,1,2,Box Score
2017-2018 Regular Season,0021700725,1/27/18,7:00 PM,Orlando,Indiana,240,112,114,3+,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700726,1/27/18,7:30 PM,Washington,Atlanta,240,129,104,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700727,1/27/18,7:30 PM,Charlotte,Miami,240,91,95,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700728,1/27/18,8:30 PM,Boston,Golden State,240,105,109,2,1,Box Score
2017-2018 Regular Season,0021700729,1/27/18,9:00 PM,Brooklyn,Minnesota,240,97,111,B2B,3IN4,Box Score
2017-2018 Regular Season,0021700730,1/27/18,9:00 PM,Dallas,Denver,240,89,91,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700731,1/28/18,3:30 PM,Milwaukee,Chicago,240,110,96,1,1,Box Score
2017-2018 Regular Season,0021700732,1/28/18,3:30 PM,Phoenix,Houston,240,102,113,1,1,Box Score
2017-2018 Regular Season,0021700733,1/28/18,4:00 PM,LA Clippers,New Orleans,240,112,103,1,1,Box Score
2017-2018 Regular Season,0021700734,1/28/18,6:00 PM,Detroit,Cleveland,240,104,121,B2B,1,Box Score
2017-2018 Regular Season,0021700735,1/28/18,6:00 PM,LA Lakers,Toronto,240,111,123,1,1,Box Score
2017-2018 Regular Season,0021700736,1/28/18,6:00 PM,Philadelphia,Oklahoma City,240,112,122,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700737,1/28/18,7:00 PM,Sacramento,San Antonio,240,98,113,2,1,Box Score
2017-2018 Regular Season,0021700738,1/29/18,7:00 PM,Charlotte,Indiana,240,96,105,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700739,1/29/18,7:30 PM,Minnesota,Atlanta,240,100,105,1,3IN4,Box Score
2017-2018 Regular Season,0021700740,1/29/18,8:00 PM,Phoenix,Memphis,240,109,120,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700741,1/29/18,8:00 PM,Philadelphia,Milwaukee,240,95,107,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700742,1/29/18,8:30 PM,Miami,Dallas,240,95,88,1,3IN4,Box Score
2017-2018 Regular Season,0021700743,1/29/18,9:00 PM,Boston,Denver,240,111,110,1,1,Box Score
2017-2018 Regular Season,0021700744,1/30/18,7:00 PM,Oklahoma City,Washington,240,96,102,3IN4,2,Box Score
2017-2018 Regular Season,0021700745,1/30/18,7:30 PM,Brooklyn,New York,240,95,111,2,3+,Box Score
2017-2018 Regular Season,0021700746,1/30/18,7:30 PM,Minnesota,Toronto,240,104,109,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700747,1/30/18,8:00 PM,Cleveland,Detroit,240,114,125,1,3IN4,Box Score
2017-2018 Regular Season,0021700748,1/30/18,8:00 PM,Orlando,Houston,240,107,114,2,1,Box Score
2017-2018 Regular Season,0021700749,1/30/18,8:00 PM,Sacramento,New Orleans,240,114,103,1,1,Box Score
2017-2018 Regular Season,0021700750,1/30/18,8:30 PM,Denver,San Antonio,240,104,106,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700751,1/30/18,9:00 PM,Golden State,Utah,240,99,129,2,3+,Box Score
2017-2018 Regular Season,0021700752,1/30/18,10:30 PM,Portland,LA Clippers,240,104,96,3+,1,Box Score
2017-2018 Regular Season,0021700753,1/31/18,7:00 PM,Memphis,Indiana,240,101,105,1,1,Box Score
2017-2018 Regular Season,0021700754,1/31/18,7:00 PM,LA Lakers,Orlando,240,105,127,2,B2B,Box Score
2017-2018 Regular Season,0021700755,1/31/18,7:30 PM,Charlotte,Atlanta,240,123,110,1,1,Box Score
2017-2018 Regular Season,0021700756,1/31/18,7:30 PM,Philadelphia,Brooklyn,240,108,116,3IN4,B2B,Box Score
2017-2018 Regular Season,0021700757,1/31/18,7:30 PM,Miami,Cleveland,240,89,91,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700758,1/31/18,8:00 PM,New York,Boston,240,73,103,B2B,1,Box Score
2017-2018 Regular Season,0021700759,1/31/18,10:00 PM,Chicago,Portland,240,108,124,2,B2B,Box Score
2017-2018 Regular Season,0021700760,1/31/18,10:30 PM,Dallas,Phoenix,240,88,102,1,3IN4,Box Score
2017-2018 Regular Season,0021700761,2/1/18,7:00 PM,Memphis,Detroit,240,102,104,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700762,2/1/18,7:00 PM,Toronto,Washington,240,119,122,1,1,Box Score
2017-2018 Regular Season,0021700763,2/1/18,8:00 PM,Milwaukee,Minnesota,240,89,108,2,3IN4,Box Score
2017-2018 Regular Season,0021700764,2/1/18,8:00 PM,Houston,San Antonio,240,102,91,1,1,Box Score
2017-2018 Regular Season,0021700765,2/1/18,10:30 PM,Oklahoma City,Denver,240,124,127,1,3IN4,Box Score
2017-2018 Regular Season,0021700766,2/2/18,7:00 PM,Indiana,Charlotte,240,126,133,1,1,Box Score
2017-2018 Regular Season,0021700767,2/2/18,7:30 PM,Atlanta,Boston,240,110,119,1,1,Box Score
2017-2018 Regular Season,0021700768,2/2/18,7:30 PM,LA Lakers,Brooklyn,240,102,99,1,3IN4,Box Score
2017-2018 Regular Season,0021700769,2/2/18,7:30 PM,Portland,Toronto,240,105,130,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700770,2/2/18,8:00 PM,Miami,Philadelphia,240,97,103,1,1,Box Score
2017-2018 Regular Season,0021700771,2/2/18,8:00 PM,New York,Milwaukee,240,90,92,3IN4,B2B,Box Score
2017-2018 Regular Season,0021700772,2/2/18,9:00 PM,New Orleans,Oklahoma City,240,114,100,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700773,2/2/18,9:00 PM,Utah,Phoenix,240,129,97,2,1,Box Score
2017-2018 Regular Season,0021700774,2/2/18,10:30 PM,Golden State,Sacramento,240,119,104,2,2,Box Score
2017-2018 Regular Season,0021700775,2/3/18,3:30 PM,Chicago,LA Clippers,240,103,113,2,3+,Box Score
2017-2018 Regular Season,0021700776,2/3/18,7:00 PM,Miami,Detroit,240,107,111,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700777,2/3/18,7:00 PM,Philadelphia,Indiana,240,92,100,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700778,2/3/18,7:00 PM,Washington,Orlando,240,115,98,1,2,Box Score
2017-2018 Regular Season,0021700779,2/3/18,8:30 PM,Houston,Cleveland,240,120,88,1,2,Box Score
2017-2018 Regular Season,0021700780,2/3/18,9:00 PM,New Orleans,Minnesota,240,107,118,B2B,1,Box Score
2017-2018 Regular Season,0021700781,2/3/18,9:00 PM,Utah,San Antonio,240,120,111,B2B,1,Box Score
2017-2018 Regular Season,0021700782,2/3/18,9:00 PM,Golden State,Denver,240,108,115,B2B,1,Box Score
2017-2018 Regular Season,0021700783,2/3/18,10:00 PM,Dallas,Sacramento,240,106,99,2,B2B,Box Score
2017-2018 Regular Season,0021700784,2/4/18,12:00 PM,Portland,Boston,240,96,97,1,1,Box Score
2017-2018 Regular Season,0021700785,2/4/18,12:00 PM,Milwaukee,Brooklyn,240,109,94,3IN4,1,Box Score
2017-2018 Regular Season,0021700786,2/4/18,12:00 PM,Atlanta,New York,240,99,96,1,1,Box Score
2017-2018 Regular Season,0021700787,2/4/18,12:00 PM,Memphis,Toronto,240,86,101,2,3IN4,Box Score
2017-2018 Regular Season,0021700788,2/4/18,2:00 PM,LA Lakers,Oklahoma City,240,108,104,1,3IN4,Box Score
2017-2018 Regular Season,0021700789,2/4/18,3:00 PM,Charlotte,Phoenix,240,115,110,1,1,Box Score
2017-2018 Regular Season,0021700790,2/5/18,7:00 PM,Portland,Detroit,240,91,111,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700791,2/5/18,7:00 PM,Washington,Indiana,240,111,102,1,3IN4,Box Score
2017-2018 Regular Season,0021700792,2/5/18,7:30 PM,Orlando,Miami,240,111,109,1,3IN4,Box Score
2017-2018 Regular Season,0021700793,2/5/18,8:00 PM,Utah,New Orleans,240,133,109,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700794,2/5/18,9:00 PM,Charlotte,Denver,240,104,121,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700795,2/5/18,10:00 PM,Chicago,Sacramento,240,98,104,1,3IN4,Box Score
2017-2018 Regular Season,0021700796,2/5/18,10:30 PM,Dallas,LA Clippers,240,101,104,1,1,Box Score
2017-2018 Regular Season,0021700797,2/6/18,7:00 PM,Cleveland,Orlando,240,98,116,2,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700798,2/6/18,7:30 PM,Boston,Toronto,240,91,111,1,1,Box Score
2017-2018 Regular Season,0021700799,2/6/18,7:30 PM,Memphis,Atlanta,240,82,108,1,1,Box Score
2017-2018 Regular Season,0021700800,2/6/18,7:30 PM,Houston,Brooklyn,240,123,113,2,1,Box Score
2017-2018 Regular Season,0021700801,2/6/18,7:30 PM,Milwaukee,New York,240,103,89,1,1,Box Score
2017-2018 Regular Season,0021700802,2/6/18,8:00 PM,Washington,Philadelphia,240,102,115,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700803,2/6/18,10:30 PM,Oklahoma City,Golden State,240,125,105,1,2,Box Score
2017-2018 Regular Season,0021700804,2/6/18,10:30 PM,Phoenix,LA Lakers,240,93,112,1,1,Box Score
2017-2018 Regular Season,0021700805,2/7/18,7:00 PM,Brooklyn,Detroit,240,106,115,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700806,2/7/18,7:30 PM,Houston,Miami,240,109,101,B2B,1,Box Score
2017-2018 Regular Season,0021700807,2/7/18,8:00 PM,Minnesota,Cleveland,265,138,140,3+,B2B,Box Score
2017-2018 Regular Season,0021700808,2/7/18,8:00 PM,Utah,Memphis,240,92,88,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700810,2/7/18,10:30 PM,San Antonio,Phoenix,240,129,81,3+,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700811,2/8/18,7:00 PM,Atlanta,Orlando,240,98,100,1,3IN4,Box Score
2017-2018 Regular Season,0021700812,2/8/18,7:30 PM,New York,Toronto,240,88,113,1,1,Box Score
2017-2018 Regular Season,0021700813,2/8/18,8:00 PM,Boston,Washington,265,110,104,1,3IN4,Box Score
2017-2018 Regular Season,0021700814,2/8/18,10:00 PM,Charlotte,Portland,265,103,109,2,2,Box Score
2017-2018 Regular Season,0021700815,2/8/18,10:30 PM,Dallas,Golden State,240,103,121,2,1,Box Score
2017-2018 Regular Season,0021700816,2/8/18,10:30 PM,Oklahoma City,LA Lakers,240,81,106,1,1,Box Score
2017-2018 Regular Season,0021700817,2/9/18,7:00 PM,LA Clippers,Detroit,240,108,95,3+,1,Box Score
2017-2018 Regular Season,0021700818,2/9/18,7:00 PM,New Orleans,Philadelphia,240,82,100,3+,2,Box Score
2017-2018 Regular Season,0021700819,2/9/18,7:30 PM,Cleveland,Atlanta,240,123,107,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700820,2/9/18,7:30 PM,Indiana,Boston,240,97,91,3+,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700821,2/9/18,8:00 PM,Milwaukee,Miami,240,85,91,2,1,Box Score
2017-2018 Regular Season,0021700822,2/9/18,9:30 PM,Minnesota,Chicago,240,113,114,1,3+,Box Score
2017-2018 Regular Season,0021700823,2/9/18,8:00 PM,Denver,Houston,240,104,130,3+,3IN4,Box Score
2017-2018 Regular Season,0021700824,2/9/18,9:00 PM,Charlotte,Utah,240,94,106,B2B,1,Box Score
2017-2018 Regular Season,0021700825,2/9/18,10:30 PM,Portland,Sacramento,240,118,100,B2B,3+,Box Score
2017-2018 Regular Season,0021700826,2/10/18,6:00 PM,New Orleans,Brooklyn,290,138,128,B2B,2,Box Score
2017-2018 Regular Season,0021700827,2/10/18,7:00 PM,Milwaukee,Orlando,240,111,104,B2B,1,Box Score
2017-2018 Regular Season,0021700828,2/10/18,7:00 PM,LA Clippers,Philadelphia,240,98,112,B2B,B2B,Box Score
2017-2018 Regular Season,0021700829,2/10/18,8:00 PM,Washington,Chicago,240,101,90,1,B2B,Box Score
2017-2018 Regular Season,0021700830,2/10/18,8:30 PM,LA Lakers,Dallas,240,123,130,1,1,Box Score
2017-2018 Regular Season,0021700831,2/10/18,8:30 PM,San Antonio,Golden State,240,105,122,2,1,Box Score
2017-2018 Regular Season,0021700832,2/10/18,9:00 PM,Denver,Phoenix,240,123,113,B2B,2,Box Score
2017-2018 Regular Season,0021700833,2/11/18,1:00 PM,Toronto,Charlotte,240,123,103,2,3IN4,Box Score
2017-2018 Regular Season,0021700834,2/11/18,3:30 PM,Detroit,Atlanta,240,115,118,1,3IN4,Box Score
2017-2018 Regular Season,0021700835,2/11/18,3:30 PM,Cleveland,Boston,240,121,99,1,3IN4,Box Score
2017-2018 Regular Season,0021700836,2/11/18,5:00 PM,New York,Indiana,240,113,121,2,1,Box Score
2017-2018 Regular Season,0021700837,2/11/18,7:00 PM,Dallas,Houston,240,97,104,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700838,2/11/18,7:00 PM,Sacramento,Minnesota,240,106,111,1,1,Box Score
2017-2018 Regular Season,0021700839,2/11/18,7:00 PM,Memphis,Oklahoma City,240,92,110,3+,2,Box Score
2017-2018 Regular Season,0021700840,2/11/18,9:00 PM,Utah,Portland,240,115,96,1,3IN4,Box Score
2017-2018 Regular Season,0021700841,2/12/18,7:00 PM,New Orleans,Detroit,240,118,103,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700842,2/12/18,7:00 PM,New York,Philadelphia,240,92,108,B2B,3IN4,Box Score
2017-2018 Regular Season,0021700843,2/12/18,7:30 PM,LA Clippers,Brooklyn,240,114,101,3IN4,1,Box Score
2017-2018 Regular Season,0021700844,2/12/18,8:00 PM,Orlando,Chicago,240,101,105,1,3IN4,Box Score
2017-2018 Regular Season,0021700845,2/12/18,9:00 PM,San Antonio,Utah,240,99,101,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700846,2/12/18,10:30 PM,Phoenix,Golden State,240,83,129,1,1,Box Score
2017-2018 Regular Season,0021700847,2/13/18,7:00 PM,Miami,Toronto,240,112,115,3+,1,Box Score
2017-2018 Regular Season,0021700848,2/13/18,8:00 PM,Atlanta,Milwaukee,240,92,97,1,2,Box Score
2017-2018 Regular Season,0021700849,2/13/18,8:00 PM,Houston,Minnesota,240,126,108,1,1,Box Score
2017-2018 Regular Season,0021700850,2/13/18,8:00 PM,Cleveland,Oklahoma City,240,120,112,1,1,Box Score
2017-2018 Regular Season,0021700851,2/13/18,8:30 PM,Sacramento,Dallas,240,114,109,1,3IN4,Box Score
2017-2018 Regular Season,0021700852,2/13/18,10:30 PM,San Antonio,Denver,240,109,117,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700853,2/14/18,7:00 PM,Atlanta,Detroit,240,98,104,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700854,2/14/18,7:00 PM,Charlotte,Orlando,240,104,102,2,1,Box Score
2017-2018 Regular Season,0021700855,2/14/18,7:00 PM,Miami,Philadelphia,240,102,104,B2B,1,Box Score
2017-2018 Regular Season,0021700856,2/14/18,7:30 PM,Indiana,Brooklyn,240,108,103,2,1,Box Score
2017-2018 Regular Season,0021700857,2/14/18,7:30 PM,Washington,New York,240,118,113,3+,3IN4,Box Score
2017-2018 Regular Season,0021700858,2/14/18,8:00 PM,LA Clippers,Boston,240,129,119,1,2,Box Score
2017-2018 Regular Season,0021700859,2/14/18,8:00 PM,Toronto,Chicago,240,122,98,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700860,2/14/18,8:00 PM,Sacramento,Houston,240,91,100,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700861,2/14/18,8:00 PM,Oklahoma City,Memphis,240,121,114,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700862,2/14/18,8:00 PM,LA Lakers,New Orleans,240,117,139,3+,1,Box Score
2017-2018 Regular Season,0021700863,2/14/18,9:00 PM,Phoenix,Utah,240,97,107,1,3IN4,Box Score
2017-2018 Regular Season,0021700864,2/14/18,10:30 PM,Golden State,Portland,240,117,123,1,2,Box Score
2017-2018 Regular Season,0021700865,2/15/18,8:00 PM,Denver,Milwaukee,240,134,123,1,1,Box Score
2017-2018 Regular Season,0021700866,2/15/18,9:00 PM,LA Lakers,Minnesota,240,111,119,B2B,1,Box Score
2017-2018 Regular Season,0021700867,2/22/18,7:00 PM,Brooklyn,Charlotte,240,96,111,3+,3+,Box Score
2017-2018 Regular Season,0021700868,2/22/18,7:00 PM,New York,Orlando,240,120,113,3+,3+,Box Score
2017-2018 Regular Season,0021700869,2/22/18,8:00 PM,Washington,Cleveland,240,110,103,3+,3+,Box Score
2017-2018 Regular Season,0021700870,2/22/18,8:00 PM,Philadelphia,Chicago,240,116,115,3+,3+,Box Score
2017-2018 Regular Season,0021700871,2/22/18,10:00 PM,Oklahoma City,Sacramento,240,110,107,3+,3+,Box Score
2017-2018 Regular Season,0021700872,2/22/18,10:30 PM,LA Clippers,Golden State,240,127,134,3+,3+,Box Score
2017-2018 Regular Season,0021700873,2/23/18,7:00 PM,Boston,Detroit,240,110,98,3+,3+,Box Score
2017-2018 Regular Season,0021700874,2/23/18,7:00 PM,Atlanta,Indiana,240,93,116,3+,3+,Box Score
2017-2018 Regular Season,0021700875,2/23/18,7:00 PM,Charlotte,Washington,240,122,105,B2B,B2B,Box Score
2017-2018 Regular Season,0021700876,2/23/18,7:30 PM,Milwaukee,Toronto,265,122,119,3+,3+,Box Score
2017-2018 Regular Season,0021700877,2/23/18,8:00 PM,Minnesota,Houston,240,102,120,3+,3+,Box Score
2017-2018 Regular Season,0021700878,2/23/18,8:00 PM,Cleveland,Memphis,240,112,89,B2B,3+,Box Score
2017-2018 Regular Season,0021700879,2/23/18,8:00 PM,Miami,New Orleans,265,123,124,3+,3+,Box Score
2017-2018 Regular Season,0021700880,2/23/18,9:00 PM,San Antonio,Denver,240,119,122,3+,3+,Box Score
2017-2018 Regular Season,0021700881,2/23/18,9:00 PM,LA Clippers,Phoenix,240,128,117,B2B,3+,Box Score
2017-2018 Regular Season,0021700882,2/23/18,9:00 PM,Portland,Utah,240,100,81,3+,3+,Box Score
2017-2018 Regular Season,0021700883,2/23/18,10:30 PM,Dallas,LA Lakers,240,102,124,3+,3+,Box Score
2017-2018 Regular Season,0021700884,2/24/18,5:00 PM,Orlando,Philadelphia,240,105,116,1,1,Box Score
2017-2018 Regular Season,0021700885,2/24/18,7:30 PM,Memphis,Miami,240,89,115,B2B,B2B,Box Score
2017-2018 Regular Season,0021700886,2/24/18,7:30 PM,Boston,New York,240,121,112,B2B,1,Box Score
2017-2018 Regular Season,0021700887,2/24/18,8:30 PM,Oklahoma City,Golden State,240,80,112,1,1,Box Score
2017-2018 Regular Season,0021700888,2/24/18,9:00 PM,Chicago,Minnesota,240,104,122,1,B2B,Box Score
2017-2018 Regular Season,0021700889,2/24/18,9:00 PM,Portland,Phoenix,240,106,104,B2B,B2B,Box Score
2017-2018 Regular Season,0021700890,2/24/18,9:00 PM,Dallas,Utah,240,90,97,B2B,B2B,Box Score
2017-2018 Regular Season,0021700891,2/24/18,10:00 PM,LA Lakers,Sacramento,240,113,108,B2B,1,Box Score
2017-2018 Regular Season,0021700892,2/25/18,1:00 PM,Detroit,Charlotte,240,98,114,1,3IN4,Box Score
2017-2018 Regular Season,0021700893,2/25/18,3:00 PM,New Orleans,Milwaukee,265,123,121,1,1,Box Score
2017-2018 Regular Season,0021700894,2/25/18,3:30 PM,San Antonio,Cleveland,240,110,94,1,3IN4,Box Score
2017-2018 Regular Season,0021700895,2/25/18,8:00 PM,Philadelphia,Washington,240,94,109,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700896,2/25/18,8:00 PM,Houston,Denver,240,119,114,1,1,Box Score
2017-2018 Regular Season,0021700897,2/26/18,7:30 PM,LA Lakers,Atlanta,240,123,104,3IN4,2,Box Score
2017-2018 Regular Season,0021700898,2/26/18,7:30 PM,Memphis,Boston,240,98,109,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700899,2/26/18,7:30 PM,Chicago,Brooklyn,240,87,104,1,3+,Box Score
2017-2018 Regular Season,0021700900,2/26/18,7:30 PM,Golden State,New York,240,125,111,1,1,Box Score
2017-2018 Regular Season,0021700901,2/26/18,7:30 PM,Detroit,Toronto,240,94,123,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700902,2/26/18,8:00 PM,Phoenix,New Orleans,240,116,125,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700903,2/26/18,8:00 PM,Orlando,Oklahoma City,240,105,112,1,1,Box Score
2017-2018 Regular Season,0021700904,2/26/18,8:30 PM,Indiana,Dallas,240,103,109,2,3IN4,Box Score
2017-2018 Regular Season,0021700905,2/26/18,9:00 PM,Houston,Utah,240,96,85,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700906,2/26/18,10:00 PM,Minnesota,Sacramento,240,118,100,3IN4,1,Box Score
2017-2018 Regular Season,0021700907,2/27/18,7:00 PM,Chicago,Charlotte,240,103,118,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700908,2/27/18,7:00 PM,Brooklyn,Cleveland,240,123,129,B2B,1,Box Score
2017-2018 Regular Season,0021700909,2/27/18,7:30 PM,Philadelphia,Miami,240,101,102,3IN4,2,Box Score
2017-2018 Regular Season,0021700910,2/27/18,8:00 PM,Washington,Milwaukee,240,107,104,1,1,Box Score
2017-2018 Regular Season,0021700911,2/27/18,10:00 PM,Sacramento,Portland,240,99,116,3IN4-B2B,2,Box Score
2017-2018 Regular Season,0021700912,2/27/18,10:30 PM,LA Clippers,Denver,240,122,120,3+,1,Box Score
2017-2018 Regular Season,0021700913,2/28/18,7:00 PM,Milwaukee,Detroit,240,87,110,3IN4-B2B,3IN4,Box Score
2017-2018 Regular Season,0021700914,2/28/18,7:00 PM,Toronto,Orlando,240,117,104,1,1,Box Score
2017-2018 Regular Season,0021700915,2/28/18,7:30 PM,Indiana,Atlanta,240,102,107,1,1,Box Score
2017-2018 Regular Season,0021700916,2/28/18,7:30 PM,Charlotte,Boston,240,106,134,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700917,2/28/18,8:00 PM,Golden State,Washington,240,109,101,1,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700918,2/28/18,8:00 PM,Phoenix,Memphis,240,110,102,1,1,Box Score
2017-2018 Regular Season,0021700919,2/28/18,8:30 PM,Oklahoma City,Dallas,265,111,110,1,1,Box Score
2017-2018 Regular Season,0021700920,2/28/18,8:30 PM,New Orleans,San Antonio,240,121,116,3IN4,2,Box Score
2017-2018 Regular Season,0021700921,2/28/18,10:30 PM,Houston,LA Clippers,240,105,92,3IN4,B2B,Box Score
2017-2018 Regular Season,0021700922,3/1/18,7:30 PM,LA Lakers,Miami,240,131,113,2,1,Box Score
2017-2018 Regular Season,0021700923,3/1/18,8:00 PM,Philadelphia,Cleveland,240,108,97,1,1,Box Score
2017-2018 Regular Season,0021700924,3/1/18,10:00 PM,Brooklyn,Sacramento,265,111,116,3IN4,3IN4,Box Score
2017-2018 Regular Season,0021700925,3/1/18,10:30 PM,Minnesota,Portland,240,99,108,2,1,Box Score
2017-2018 Regular Season,0021700926,3/2/18,7:00 PM,Detroit,Orlando,265,106,115,1,1,Box Score
2017-2018 Regular Season,0021700927,3/2/18,7:00 PM,Charlotte,Philadelphia,240,99,110,3IN4,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700928,3/2/18,7:30 PM,Golden State,Atlanta,240,114,109,1,1,Box Score
2017-2018 Regular Season,0021700929,3/2/18,8:00 PM,Toronto,Washington,240,102,95,1,3IN4,Box Score
2017-2018 Regular Season,0021700930,3/2/18,8:00 PM,Dallas,Chicago,240,100,108,1,2,Box Score
2017-2018 Regular Season,0021700931,3/2/18,8:00 PM,Denver,Memphis,240,108,102,2,1,Box Score
2017-2018 Regular Season,0021700932,3/2/18,8:00 PM,Indiana,Milwaukee,240,103,96,1,3IN4,Box Score
2017-2018 Regular Season,0021700933,3/2/18,9:00 PM,Oklahoma City,Phoenix,240,124,116,1,1,Box Score
2017-2018 Regular Season,0021700934,3/2/18,10:30 PM,Minnesota,Utah,240,108,116,B2B,3+,Box Score
2017-2018 Regular Season,0021700935,3/2/18,10:30 PM,New York,LA Clippers,240,105,128,3+,3IN4,Box Score
2017-2018 Regular Season,0021700936,3/3/18,7:00 PM,Memphis,Orlando,240,100,107,3IN4-B2B,3IN4-B2B,Box Score
2017-2018 Regular Season,0021700937,3/3/18,7:30 PM,Denver,Cleveland,240,126,117,B2B,1,Box Score
2017-2018 Regular Season,0021700938,3/3/18,7:30 PM,Detroit,Miami,240,96,105,3IN4-B2B,1,Box Score
2017-2018 Regular Season,0021700939,3/3/18,8:30 PM,Boston,Houston,240,120,123,2,2,Box Score
2017-2018 Regular Season,0021700940,3/3/18,9:00 PM,LA Lakers,San Antonio,240,116,112,1,2,Box Score
2017-2018 Regular Season,0021700941,3/3/18,10:00 PM,Oklahoma City,Portland,240,100,108,3IN4-B2B,1,Box Score
